name	SL021	SL036	SL037	SL038	SL048	SL050	SL068	SL085	SL086	SL088	SL090	SL103	SL111	SL112	SL114	SL118	SL125	SL200
Delftia_sp._HK171	4	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	0
Delftia_sp._Cs1-4	4	0	0	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0
Delftia_sp._KV29	9	19	0	31	18	14	0	0	62	0	0	0	0	0	0	0	0	0
Delftia_acidovorans	15	17	22	32	12	49	18	23	33	31	42	23	125	40	33	53	20	81
Delftia_tsuruhatensis	9	2	1	10	5	4	3	5	11	7	1	0	3	5	5	24	5	4
Delftia_lacustris	4	0	1	0	1	1	3	0	5	1	0	1	0	5	4	13	1	0
Acidovorax	47	17	10	25	15	20	18	9	30	10	8	11	14	68	12	88	7	12
unclassified_Acidovorax	37	15	7	25	8	10	7	5	22	9	1	8	11	74	16	69	8	5
Acidovorax_sp._HDW3	6	1	1	1	0	0	1	1	1	2	0	3	2	2	1	7	1	2
Acidovorax_sp._GBBC_1281	11	2	6	8	1	3	0	1	8	6	2	2	3	71	9	20	2	3
Acidovorax_sp._RAC01	6	1	1	5	1	6	1	0	6	0	0	0	0	8	0	3	0	1
Acidovorax_sp._5MLIR	4	2	0	4	2	2	1	1	1	1	0	1	0	1	1	6	1	0
Acidovorax_sp._JMULE5	4	1	0	1	0	0	1	1	0	1	0	0	0	1	2	5	2	0
Acidovorax_sp._KKS102	2	1	0	0	1	0	2	0	0	0	0	0	1	0	0	7	0	0
Acidovorax_sp._T1	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	4	0	0
Acidovorax_carolinensis	7	0	0	0	4	2	2	0	6	1	1	2	0	0	1	4	0	1
Acidovorax_radicis	1	1	0	3	1	1	4	0	1	1	0	2	0	1	0	5	1	1
Acidovorax_temperans	1	0	0	2	0	0	7	3	0	1	0	2	1	0	1	6	0	4
Diaphorobacter	44	19	3	65	17	52	37	10	79	18	1	5	2	5	17	41	9	3
unclassified_Diaphorobacter	38	17	4	63	20	52	36	9	70	18	2	8	0	5	10	30	8	3
Diaphorobacter_sp._Y-1	7	3	0	8	3	13	7	1	11	2	0	0	0	1	3	9	0	0
Diaphorobacter_sp._JS3050	19	4	0	53	12	35	23	1	35	14	0	0	0	0	0	0	0	0
Diaphorobacter_sp._JS3051	9	2	4	2	0	0	1	1	0	2	0	3	0	0	4	7	0	0
Diaphorobacter_sp._HDW4B	1	3	0	2	1	2	0	0	2	0	0	0	0	1	0	2	0	0
Diaphorobacter_sp._HDW4A	1	1	0	0	1	1	1	0	2	2	1	0	0	0	1	9	5	0
Diaphorobacter_ruginosibacter	2	1	0	1	3	0	2	0	3	0	0	1	0	0	1	2	0	0
Diaphorobacter_nitroreducens	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0
Paracidovorax	33	7	6	15	46	14	18	4	25	14	1	10	3	7	3	29	14	13
Paracidovorax_avenae	27	8	6	11	31	16	16	3	29	11	1	8	6	7	3	29	9	15
Paracidovorax_cattleyae	4	3	0	1	1	0	0	0	2	1	0	2	0	3	1	1	0	1
Paracidovorax_citrulli	1	1	1	2	1	0	3	0	0	0	0	0	0	1	0	2	3	2
Rhodoferax	16	11	6	19	9	7	10	5	12	7	2	4	4	4	9	52	2	4
unclassified_Rhodoferax	5	2	2	4	5	1	3	2	2	1	0	0	1	2	0	16	1	3
Rhodoferax_sp._PAMC_29310	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0
Rhodoferax_sp._BAB1	2	2	0	4	1	0	0	1	1	0	0	0	1	1	0	5	0	2
Rhodoferax_sp._AJA081-3	1	0	0	3	0	0	0	3	0	1	0	0	0	0	0	2	1	1
Rhodoferax_sediminis	2	1	1	0	2	1	0	2	4	0	0	0	0	0	1	3	0	0
Rhodoferax_koreense	2	2	0	3	0	3	0	0	1	1	0	0	0	1	1	3	1	0
Rhodoferax_saidenbachensis	2	0	0	2	0	0	0	0	0	0	0	0	0	1	1	3	1	0
Rhodoferax_antarcticus	2	0	0	2	1	0	2	0	0	0	0	0	0	0	3	11	0	1
Rhodoferax_aquaticus	1	0	0	3	0	1	2	1	4	0	0	3	0	0	2	0	0	1
Rhodoferax_ferrireducens	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	4	3	2
Ramlibacter	13	6	3	5	2	4	5	0	16	1	0	3	1	3	4	11	1	4
Ramlibacter_tataouinensis	13	5	2	10	1	4	3	0	15	3	0	3	2	5	3	11	2	1
Limnohabitans	8	0	0	4	3	1	3	2	1	0	1	1	0	0	6	5	0	1
unclassified_Limnohabitans	8	3	1	5	1	3	3	2	0	0	2	1	0	0	5	8	1	0
Limnohabitans_sp._63ED37-2	5	1	0	0	0	4	1	2	1	0	1	0	0	0	4	5	1	0
Limnohabitans_sp._INBF002	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Limnohabitans_sp._TEGF004	1	0	0	1	1	3	1	0	0	0	0	0	0	0	0	1	0	0
Polaromonas	8	9	2	6	4	6	5	4	13	4	0	7	6	15	8	20	5	7
unclassified_Polaromonas	4	2	2	3	8	0	2	2	6	4	0	3	0	11	2	9	6	6
Polaromonas_sp._JS666	3	2	0	0	1	0	2	0	0	3	0	0	0	1	4	8	0	5
Polaromonas_sp._H8N	1	0	1	1	2	0	0	1	4	1	0	1	0	13	0	0	3	0
Polaromonas_naphthalenivorans	4	3	0	4	2	3	2	1	1	0	0	1	2	1	2	3	1	0
Verminephrobacter	6	3	6	3	2	4	1	0	1	0	0	19	0	27	9	2	0	1
Verminephrobacter_eiseniae	6	1	2	4	2	2	1	0	3	0	1	22	1	22	7	5	0	1
Serpentinimonas	5	1	2	8	5	2	2	1	7	4	0	2	0	1	0	6	0	0
Serpentinimonas_raichei	3	1	0	4	1	0	2	2	5	1	0	3	0	2	2	2	0	1
Serpentinimonas_maccroryi	2	1	1	3	0	0	0	0	1	1	0	0	0	1	1	5	0	1
Alicycliphilus	4	1	0	6	5	6	2	2	3	1	1	2	0	2	6	22	0	8
Alicycliphilus_denitrificans	4	3	0	7	5	6	4	5	2	2	0	3	1	2	2	21	0	5
Paenacidovorax	4	3	0	4	1	0	0	2	1	1	0	1	0	2	1	5	0	1
Paenacidovorax_monticola	4	2	1	4	2	2	1	1	2	0	0	1	0	1	1	6	0	1
Pulveribacter	4	2	1	1	2	0	1	0	1	0	0	0	1	4	3	10	0	3
Pulveribacter_suum	4	1	0	1	2	2	2	0	1	0	0	0	2	1	3	5	1	3
Hylemonella	3	1	1	1	1	0	0	0	4	0	0	2	0	0	1	5	2	0
Hylemonella_gracilis	3	1	1	1	4	0	0	1	6	0	0	0	0	0	2	5	1	0
Symbiobacter	3	0	0	0	7	5	2	0	3	0	0	0	0	0	0	0	0	0
Candidatus_Symbiobacter_mobilis	3	0	0	0	2	5	1	1	2	1	0	0	0	0	0	2	0	0
Simplicispira	2	1	0	0	1	2	0	1	0	0	0	1	0	2	0	3	0	0
Simplicispira_suum	2	1	0	1	0	2	0	1	0	0	0	1	1	1	0	6	0	0
Alcaligenaceae	222	83	40	125	111	103	96	75	142	64	25	65	52	317	86	312	60	74
Bordetella	75	21	14	30	40	22	35	12	39	19	6	26	31	144	28	106	26	17
Bordetella_hinzii	19	4	1	8	8	4	1	1	7	5	1	3	2	98	4	8	1	2
Bordetella_genomosp._13	6	0	0	0	1	1	8	3	2	1	1	5	2	5	0	7	0	3
Bordetella_petrii	8	3	0	5	0	2	10	1	4	3	6	5	22	10	2	7	2	0
Bordetella_avium	5	0	0	1	2	0	1	0	0	0	0	0	1	9	2	8	0	0
Bordetella_genomosp._8	4	1	0	1	0	0	3	0	0	2	0	2	0	1	1	6	0	4
Bordetella_holmesii	4	0	3	1	0	1	1	0	1	3	0	2	0	2	1	6	1	1
unclassified_Bordetella	3	1	1	4	5	1	2	1	4	0	0	4	2	3	3	13	0	8
Bordetella_sp._N	2	1	0	0	1	1	2	1	2	1	0	2	0	0	0	5	2	5
Bordetella_sp._H567	1	0	0	5	1	0	0	0	0	0	0	0	0	2	0	4	1	2
Bordetella_genomosp._9	3	0	0	3	1	0	3	1	3	0	1	2	0	1	1	2	1	0
Bordetella_pseudohinzii	3	0	0	1	2	0	3	0	1	0	0	0	0	0	1	5	1	1
Bordetella_flabilis	3	0	1	3	5	2	2	0	2	0	1	2	0	1	2	4	0	0
Bordetella_trematum	3	2	3	3	5	2	3	1	17	0	1	1	0	13	2	13	3	4
Bordetella_bronchiseptica	6	0	1	7	13	4	0	0	0	0	0	1	0	2	7	9	5	1
Bordetella_pertussis	3	3	0	0	0	0	0	0	0	0	0	4	0	0	0	11	1	3
Achromobacter	64	29	3	40	32	38	21	29	64	47	5	16	14	92	21	96	15	14
unclassified_Achromobacter	13	3	0	7	4	9	4	2	11	5	1	3	2	6	8	18	0	2
Achromobacter_sp._MFA1_R4	4	2	0	1	0	0	0	0	3	2	1	0	1	2	3	5	0	0
Achromobacter_sp._B7	4	2	0	0	0	1	2	0	3	0	0	0	1	0	0	0	0	1
Achromobacter_sp._R39	2	0	0	1	1	0	1	0	0	0	0	2	1	1	2	2	0	1
Achromobacter_sp._AONIH1	2	0	0	5	2	2	0	3	1	3	0	1	0	0	2	9	1	0
Achromobacter_spanius	18	3	2	8	11	12	10	8	6	3	2	8	4	7	6	13	1	2
Achromobacter_denitrificans	8	4	0	1	4	0	2	3	4	1	0	1	1	3	2	13	2	2
Achromobacter_xylosoxidans	8	7	1	10	14	13	10	3	25	19	1	11	2	62	6	29	4	2
Achromobacter_mucicolens	9	0	1	4	1	0	1	0	13	1	0	1	1	2	0	6	0	3
Achromobacter_deleyi	1	4	0	1	2	3	1	2	1	5	1	0	1	0	1	8	0	0
Achromobacter_pestifer	1	2	0	1	1	3	3	2	1	0	1	0	0	1	0	6	0	2
Achromobacter_insolitus	1	0	1	2	2	1	3	2	3	1	0	1	2	1	1	4	0	0
Achromobacter_ruhlandii	1	1	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	1
Alcaligenes	26	5	13	4	2	4	7	12	3	8	6	8	5	71	6	21	16	8
Alcaligenes_faecalis	23	5	8	2	1	4	5	5	3	4	2	1	5	57	7	15	16	4
Alcaligenes_ammonioxydans	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	4	0	3
Alcaligenes_aquatilis	2	2	0	0	0	0	0	3	0	0	0	1	0	0	0	4	0	1
Orrella	15	3	1	11	7	2	6	2	5	3	2	2	1	5	8	27	2	5
Orrella_marina	10	0	1	10	3	2	4	2	2	0	0	2	0	3	1	6	2	1
Orrella_dioscoreae	4	2	1	0	4	1	2	0	2	2	1	1	0	1	5	11	1	2
Orrella_daihaiensis	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	1	1
Pigmentiphaga	11	1	0	3	1	2	0	4	1	1	1	1	1	2	2	9	1	2
Pigmentiphaga_aceris	7	0	1	1	0	1	1	0	1	1	0	2	0	0	0	6	0	1
unclassified_Pigmentiphaga	4	0	0	2	0	0	0	4	1	0	1	0	3	4	3	5	2	0
Pigmentiphaga_sp._H8	4	3	1	2	0	1	0	2	1	0	0	0	2	2	0	5	2	5
Advenella	10	3	5	7	5	1	0	5	1	3	1	1	0	2	2	4	3	5
Advenella_kashmirensis	5	0	1	0	1	0	0	0	1	1	0	0	0	0	0	5	0	1
Advenella_mimigardefordensis	5	5	2	6	5	0	0	0	2	1	1	0	0	0	2	0	2	4
Castellaniella	6	1	0	5	4	2	4	2	7	0	0	1	2	7	2	15	3	1
Castellaniella_defragrans	6	0	0	7	8	3	2	4	5	1	0	3	2	7	4	12	2	2
Paenalcaligenes	3	1	0	4	1	4	3	3	3	1	0	1	0	1	2	2	0	2
Paenalcaligenes_hominis	2	0	0	0	0	0	1	2	0	0	0	0	1	1	1	0	0	0
Paenalcaligenes_faecalis	1	1	1	3	3	4	1	2	2	0	0	0	0	1	0	2	0	2
Kerstersia	2	2	0	1	1	1	2	2	0	0	0	1	6	2	0	6	0	1
Kerstersia_gyiorum	2	1	0	1	0	0	0	1	0	0	0	1	4	0	1	6	0	1
Pelistega	2	4	2	4	3	2	1	6	1	0	0	1	0	0	0	5	3	0
Pelistega_ratti	2	5	1	3	1	1	1	4	0	0	0	2	0	0	0	3	1	1
Paralcaligenes	2	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	0
unclassified_Paralcaligenes	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1
Paralcaligenes_sp._KSB-10	2	0	1	0	1	1	0	0	2	0	0	0	0	0	2	0	0	1
Pollutimonas	1	1	0	1	4	2	0	2	0	0	0	1	1	2	3	7	0	3
unclassified_Pollutimonas	1	0	0	2	2	3	0	0	0	2	1	1	0	1	1	2	0	1
Pollutimonas_sp._M17	1	2	1	2	1	3	0	0	0	0	1	0	0	1	3	5	0	4
Basilea	1	0	0	2	0	0	3	6	0	2	0	1	0	0	1	1	0	2
Basilea_psittacipulmonis	1	0	0	1	0	0	2	3	1	1	0	1	0	1	1	4	0	0
Taylorella	1	0	0	5	4	0	1	0	5	0	1	2	0	2	1	0	0	3
Taylorella_equigenitalis	1	0	0	2	0	0	1	0	3	0	1	1	0	1	1	0	0	2
Oxalobacteraceae	183	65	29	96	78	77	66	42	114	50	17	58	32	90	75	308	42	78
Telluria_group	88	45	19	53	37	38	43	23	69	31	7	36	22	63	45	166	32	40
Massilia	49	26	11	38	30	19	23	20	42	12	8	19	12	45	32	90	18	22
unclassified_Massilia	25	12	5	25	21	14	10	17	17	7	3	12	8	21	13	55	8	12
Massilia_sp._LPB0304	7	1	0	2	1	0	0	1	1	0	0	0	1	1	0	6	1	0
Massilia_sp._DM-R-R2A-13	4	1	0	2	0	1	1	1	6	0	0	2	0	0	3	3	1	0
Massilia_sp._REN29	2	4	1	2	0	0	0	0	3	2	0	1	0	8	0	10	0	0
Massilia_sp._H6	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	0
Massilia_sp._NP310	5	0	1	0	1	3	1	0	3	1	0	0	0	2	0	8	0	0
Massilia_sp._R2A-15	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	5	1	0
Massilia_sp._PAMC28688	1	3	0	1	3	1	2	2	2	0	1	2	0	0	0	1	0	2
Massilia_forsythiae	5	5	0	5	1	3	1	3	3	2	2	4	0	10	0	11	6	1
Massilia_putida	7	2	0	1	1	1	4	1	1	2	0	2	2	9	4	6	0	2
Massilia_violaceinigra	4	1	3	2	5	0	1	1	5	1	0	2	0	7	5	13	1	8
Massilia_oculi	3	0	1	1	0	5	0	0	3	0	0	0	2	0	2	2	1	0
Massilia_varians	2	0	0	2	1	1	2	0	3	0	1	1	1	5	0	6	2	0
Pseudoduganella	28	12	2	8	11	13	8	4	22	10	1	7	8	19	5	52	11	13
Pseudoduganella_flava	7	1	0	1	2	7	0	0	0	0	0	1	0	1	0	4	0	1
Pseudoduganella_umbonata	5	2	0	0	2	0	0	0	0	2	0	0	0	1	0	4	0	1
Pseudoduganella_plicata	5	0	0	0	0	0	0	1	4	0	0	1	0	0	1	3	0	0
unclassified_Pseudoduganella	2	0	0	3	1	1	0	1	0	0	0	0	1	1	0	6	1	1
Pseudoduganella_sp._SL102	2	0	0	3	3	2	0	1	0	0	1	1	1	1	0	3	1	3
Pseudoduganella_aquatica	2	0	0	1	0	3	0	2	12	3	1	0	2	4	1	7	1	2
Pseudoduganella_lutea	2	0	1	1	1	0	2	1	0	0	0	0	0	3	2	2	0	2
Pseudoduganella_armeniaca	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0
Pseudoduganella_chitinolytica	1	2	0	0	1	0	0	0	0	0	0	0	5	2	2	7	0	0
Rugamonas	5	1	0	0	1	3	0	0	2	1	0	1	0	2	1	11	0	0
unclassified_Rugamonas	5	1	0	0	3	8	2	0	1	1	0	4	0	1	1	10	0	0
Rugamonas_sp._DEMB1	5	0	0	0	3	4	2	0	2	1	0	1	0	1	1	9	0	0
Duganella	3	0	0	2	0	2	3	0	1	0	1	0	1	0	6	9	0	6
Duganella_zoogloeoides	3	0	0	2	0	1	2	0	0	1	1	0	1	0	1	1	0	0
Telluria	1	2	0	2	1	2	1	0	1	0	0	6	0	0	0	3	5	0
Telluria_mixta	1	1	0	4	1	0	0	0	0	0	0	7	1	0	0	3	5	1
Janthinobacterium	37	13	3	8	14	11	12	3	20	8	3	4	7	7	16	62	5	19
unclassified_Janthinobacterium	21	4	1	10	2	4	7	4	6	3	0	7	3	3	9	18	2	9
Janthinobacterium_sp._PAMC25594	7	0	0	2	1	0	0	1	0	0	1	0	1	0	1	0	0	0
Janthinobacterium_sp._1_2014MBL_MicDiv	5	1	0	3	0	2	1	0	1	2	0	0	1	0	0	1	0	2
Janthinobacterium_sp._J1-1	3	0	0	0	0	2	2	1	2	3	1	1	1	1	5	8	0	1
Janthinobacterium_sp._17J80-10	2	0	0	1	1	1	0	0	0	0	0	0	0	0	1	5	1	1
Janthinobacterium_sp._B9-8	2	0	0	2	0	0	1	0	2	1	0	3	0	0	1	2	1	1
Janthinobacterium_agaricidamnosum	3	1	2	0	3	1	1	0	3	1	0	0	0	0	0	10	1	1
Janthinobacterium_svalbardensis	3	1	0	1	1	0	0	0	1	0	0	2	0	0	0	12	0	0
Janthinobacterium_lividum	8	1	1	0	3	2	0	2	3	0	0	1	4	3	3	8	1	6
Janthinobacterium_rivuli	1	0	0	0	1	1	2	0	1	1	0	0	0	0	2	0	0	0
Herbaspirillum	33	6	2	9	15	13	9	6	16	5	1	5	6	8	6	39	1	2
Herbaspirillum_frisingense	13	1	2	1	0	2	0	1	1	1	0	1	0	1	2	4	1	1
unclassified_Herbaspirillum	6	0	2	0	0	1	4	0	0	0	1	0	3	1	0	9	0	0
Herbaspirillum_sp._WKF16	4	1	2	0	1	0	3	0	1	0	0	0	1	2	0	8	0	1
Herbaspirillum_sp._meg3	2	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0
Herbaspirillum_robiniae	3	1	0	3	0	1	1	2	4	0	0	0	0	0	0	3	1	1
Herbaspirillum_huttiense	3	0	0	1	0	1	0	1	0	0	1	0	0	2	2	1	0	1
Herbaspirillum_seropedicae	3	0	0	1	1	2	0	1	0	0	0	1	0	2	1	6	0	1
Herbaspirillum_rubrisubalbicans	2	1	0	2	2	4	0	2	2	0	0	2	0	1	2	3	0	3
Collimonas	8	3	0	2	4	2	6	0	8	0	1	2	3	0	4	20	1	1
Collimonas_pratensis	3	2	0	0	3	0	1	1	6	0	0	1	2	0	1	5	1	0
Collimonas_arenae	2	0	1	0	0	0	0	0	0	0	0	0	0	1	2	5	0	0
Collimonas_fungivorans	2	2	0	2	2	0	3	1	3	0	0	1	3	0	2	12	0	1
Noviherbaspirillum	5	2	0	0	0	2	0	0	0	0	0	1	0	2	1	2	1	0
unclassified_Noviherbaspirillum	5	1	0	3	1	1	0	0	1	0	0	1	0	2	0	5	0	1
Noviherbaspirillum_sp._UKPF54	5	4	0	3	1	2	0	0	1	0	0	3	0	2	2	5	0	1
Undibacterium	4	3	0	2	3	1	0	0	1	2	0	0	1	12	2	4	0	6
unclassified_Undibacterium	3	2	1	0	5	0	1	0	0	3	1	2	0	5	2	4	0	3
Undibacterium_sp._YM2	3	0	0	0	0	1	0	0	0	0	1	1	0	8	2	3	0	1
Undibacterium_parvum	1	2	0	1	0	0	0	1	1	0	0	1	0	0	0	2	1	2
Oxalobacter	4	0	2	3	2	0	2	2	4	0	2	1	1	3	1	6	0	2
Oxalobacter_vibrioformis	3	0	0	2	0	0	1	1	1	1	1	1	0	2	1	4	0	0
Oxalobacter_formigenes	1	0	0	1	2	0	1	1	5	0	1	0	0	0	0	2	0	2
Herminiimonas	1	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0
Herminiimonas_arsenitoxidans	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0
Sphaerotilaceae	154	89	10	200	54	132	82	24	206	46	5	29	26	35	48	175	21	27
Caldimonas	74	51	4	134	21	97	37	10	140	27	3	4	9	4	7	19	1	5
Caldimonas_thermodepolymerans	50	35	3	113	12	63	25	10	108	12	0	0	1	2	4	15	2	2
Schlegelella_aquatica	19	8	0	23	8	19	14	1	24	3	1	0	3	2	2	7	2	1
Caldimonas_brevitalea	5	1	1	2	1	3	0	2	5	5	0	0	1	0	2	7	1	0
Roseateles	31	12	5	28	13	17	16	7	20	12	0	5	7	9	21	63	4	3
unclassified_Roseateles	20	8	1	16	6	10	10	4	10	11	0	1	3	5	6	33	0	3
Paucibacter_sp._S2-9	7	1	0	4	1	0	2	0	0	0	0	1	0	0	1	6	1	1
Roseateles_sp._SL47	5	1	0	2	0	1	4	1	1	0	0	0	0	4	0	17	0	1
Paucibacter_sp._KCTC_42545	4	0	0	1	0	2	0	2	2	1	0	0	0	1	1	7	0	1
Roseateles_sp._DAIF2	3	4	1	5	3	5	3	0	2	5	0	1	3	1	1	4	0	0
Roseateles_sp._XES5	1	0	0	0	0	1	1	0	1	0	0	2	0	0	0	1	0	1
Roseateles_amylovorans	3	1	1	4	1	3	1	0	7	0	0	0	1	0	5	17	0	0
Paucibacter_aquatile	3	1	1	2	0	5	0	2	2	0	0	0	0	0	0	3	0	0
environmental_samples.3	2	3	0	3	1	1	3	0	3	1	0	0	2	1	3	2	0	0
uncultured_Roseateles_sp.	2	1	1	3	1	1	4	0	2	1	1	0	1	0	2	3	0	0
Roseateles_depolymerans	2	4	0	2	2	2	2	0	3	0	0	1	0	1	5	11	2	1
Piscinibacter	17	3	0	4	2	7	7	2	8	2	2	6	3	5	4	24	6	1
Piscinibacter_gummiphilus	12	2	0	5	1	7	6	1	7	2	0	6	4	3	3	13	3	2
unclassified_Piscinibacter	5	2	0	2	1	4	1	1	0	0	0	0	0	1	1	10	1	0
Piscinibacter_sp._XHJ-5	5	0	2	1	0	5	1	1	3	0	0	0	1	1	1	10	0	1
Leptothrix	8	0	1	4	1	5	2	1	4	0	0	0	2	0	2	4	0	0
Leptothrix_cholodnii	8	0	0	3	1	4	2	1	3	2	0	1	2	0	2	7	0	0
Aquincola	7	6	1	5	5	6	3	1	11	4	0	0	0	2	6	16	2	0
Aquincola_tertiaricarbonis	7	7	1	7	5	5	3	2	12	5	0	0	0	3	7	13	3	0
Sphaerotilus	5	1	0	3	6	7	6	5	5	6	1	3	0	6	5	20	0	1
Sphaerotilus_sulfidivorans	3	3	0	1	0	3	4	3	5	4	0	3	1	1	4	6	0	0
unclassified_Sphaerotilus	2	1	0	2	4	0	2	1	2	2	0	0	1	2	1	15	0	0
Sphaerotilus_sp._FB-5	2	0	0	1	5	0	1	1	2	0	0	0	1	3	3	11	0	1
Methylibium	4	2	0	4	2	1	6	1	4	1	2	0	0	2	0	7	1	1
unclassified_Methylibium	4	0	0	5	2	0	0	0	2	0	0	1	2	3	0	1	0	0
Methylibium_sp._Pch-M	4	0	0	3	1	0	1	0	2	2	1	0	1	2	0	4	0	0
Ideonella	3	2	0	2	3	2	4	0	4	2	0	1	1	9	1	9	1	1
Ideonella_dechloratans	3	0	0	1	2	4	4	0	5	2	0	1	3	2	1	13	2	2
Rubrivivax	2	4	0	3	2	0	3	1	2	1	0	0	1	0	0	5	0	2
Rubrivivax_gelatinosus	2	3	0	4	3	1	3	0	2	0	0	0	2	0	0	4	0	2
Burkholderiales_genera_incertae_sedis	66	14	6	31	14	26	20	4	40	13	3	12	4	24	10	71	11	10
Thiomonas	20	3	0	4	2	2	5	1	5	2	0	4	0	5	4	10	6	2
unclassified_Thiomonas	9	1	1	0	2	1	2	1	3	2	0	2	0	4	2	8	0	0
Thiomonas_sp._X19	9	2	1	0	0	1	1	0	2	3	0	3	0	2	2	8	0	0
Thiomonas_intermedia	3	1	0	2	0	1	3	0	0	1	0	0	0	1	0	3	2	0
Thiomonas_arsenitoxydans	7	0	0	2	1	0	0	0	0	0	0	1	0	0	0	2	0	0
Aquabacterium	15	5	1	8	5	11	2	0	7	4	1	2	3	2	1	14	3	0
unclassified_Aquabacterium	9	1	1	4	2	5	1	0	3	2	0	1	2	0	2	4	1	1
Aquabacterium_sp._J223	9	1	0	4	1	6	2	0	1	1	0	2	1	0	2	4	2	1
Aquabacterium_olei	6	1	0	5	2	1	1	1	4	2	1	0	2	6	0	5	1	0
Eleftheria	14	4	0	2	2	3	4	2	12	5	1	1	0	5	3	13	2	0
Eleftheria_terrae	14	2	1	3	2	3	2	0	9	4	1	1	2	4	1	11	2	1
Tepidimonas	10	5	3	6	8	7	5	1	16	7	0	2	0	3	3	4	0	1
Tepidimonas_taiwanensis	10	6	2	3	2	11	3	1	9	0	0	0	0	2	1	3	0	2
Xylophilus	3	0	0	7	3	3	1	1	6	1	1	0	1	0	4	12	0	2
Xylophilus_rhododendri	2	0	0	6	1	2	0	1	2	0	0	1	0	0	1	9	0	3
unclassified_Xylophilus	1	5	0	1	0	1	2	1	3	1	0	0	1	0	2	3	0	0
Xylophilus_sp._GOD-11R	1	0	0	0	1	1	2	0	2	0	0	1	0	0	3	3	0	0
Rhizobacter	2	1	0	0	0	1	2	0	1	1	0	0	1	1	3	6	1	2
unclassified_Rhizobacter	2	0	0	1	2	2	0	0	1	1	1	0	1	1	2	5	0	2
Rhizobacter_sp._AJA081-3	2	0	0	1	3	3	2	1	2	1	0	1	1	2	3	9	1	1
Sutterellaceae	5	4	1	4	2	2	11	5	3	2	1	2	2	3	1	11	1	3
Sutterella	5	1	1	4	4	0	3	4	1	1	1	2	1	1	2	12	0	4
Sutterella_faecalis	2	2	1	0	1	0	0	2	0	0	0	0	0	0	0	9	0	1
Sutterella_megalosphaeroides	2	1	0	2	2	0	1	1	1	0	0	0	1	4	1	2	0	0
Sutterella_wadsworthensis	1	1	1	1	0	0	0	1	0	1	1	0	0	0	1	2	0	2
Rhodocyclales	96	48	23	95	56	60	60	37	89	27	3	41	29	51	46	124	31	53
Zoogloeaceae	52	26	15	52	40	31	35	14	42	16	2	38	12	23	32	75	10	25
Thauera	25	14	0	30	9	13	18	2	20	4	1	3	10	14	19	34	2	8
unclassified_Thauera	5	2	0	7	1	6	7	1	7	2	1	3	1	0	6	6	0	5
Thauera_sp._GDN1	4	2	0	0	0	0	1	0	1	0	0	1	3	0	1	0	0	2
Thauera_sp._WB-2	1	1	0	3	0	1	1	0	1	2	0	1	1	1	0	2	0	2
Thauera_aminoaromatica	7	4	0	3	4	3	3	0	2	1	0	1	0	0	4	6	0	2
Thauera_humireducens	5	3	1	1	2	1	2	3	1	2	0	1	1	2	7	7	2	3
Thauera_chlorobenzoica	3	4	0	6	4	4	6	0	6	0	0	1	0	0	0	2	1	0
Thauera_aromatica	3	3	1	2	2	2	1	0	0	1	0	3	0	4	0	5	0	0
Azoarcus	13	4	0	14	7	4	10	8	6	4	2	4	3	6	2	24	4	5
unclassified_Azoarcus	9	5	4	7	6	4	10	3	9	2	3	3	1	11	3	17	2	11
Azoarcus_sp._CIB	3	0	3	1	2	0	1	0	6	1	1	1	0	3	1	4	0	2
Azoarcus_sp._DD4	2	2	2	1	4	0	1	1	4	1	1	1	0	5	0	6	2	4
Azoarcus_sp._KH32C	2	1	1	2	1	4	2	1	0	0	0	1	0	0	1	2	2	2
Azoarcus_sp._DN11	1	0	0	3	1	2	4	1	1	1	0	0	0	0	0	6	0	2
Azoarcus_olearius	4	1	0	4	0	1	0	3	1	0	0	1	2	0	0	1	1	0
Parazoarcus	5	1	1	0	2	2	2	2	3	2	0	0	0	5	1	7	0	2
Parazoarcus_communis	5	1	1	2	0	3	4	3	5	0	1	0	0	7	2	2	0	2
Pseudazoarcus	4	1	2	4	4	1	1	2	5	1	0	4	1	2	0	8	3	2
Pseudazoarcus_pumilus	4	2	1	4	2	5	0	0	3	1	0	2	0	4	2	8	0	1
