"name"	"taxRank"	"taxID"	"Max"	"SL021_caries_fre.cladeReads"	"SL036_caries_activ.cladeReads"	"SL037_caries_activ.cladeReads"	"SL038_caries_activ.cladeReads"	"SL048_caries_activ.cladeReads"	"SL050_caries_activ.cladeReads"	"SL068_caries_activ.cladeReads"	"SL085_caries_fre.cladeReads"	"SL086_caries_fre.cladeReads"	"SL088_caries_fre.cladeReads"	"SL090_caries_fre.cladeReads"	"SL103_caries_fre.cladeReads"	"SL111_caries_activ.cladeReads"	"SL112_caries_fre.cladeReads"	"SL114_caries_fre.cladeReads"	"SL118_caries_activ.cladeReads"	"SL125_caries_fre.cladeReads"	"SL200_caries_activ.cladeReads"	"lineage"
"Dysosmobacter"	"G"	2591381	35	7	18	14	7	35	9	10	9	25	9	NA	NA	15	8	2	NA	NA	19	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Dysosmobacter welbionis"	"S"	2093857	35	7	18	14	7	35	9	10	9	25	9	NA	NA	15	8	2	NA	NA	19	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Dysosmobacter"
"Acetivibrio"	"G"	35829	42	6	13	25	25	37	7	17	19	19	21	12	23	6	19	5	42	7	11	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Acetivibrio clariflavus"	"S"	288965	13	3	1	8	13	12	1	6	10	4	9	1	5	3	10	NA	12	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Acetivibrio"
"Acetivibrio saccincola"	"S"	1677857	20	2	4	6	6	14	1	5	5	NA	7	6	15	1	3	5	20	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Acetivibrio"
"Caproicibacterium"	"G"	2834348	63	4	27	60	16	59	12	10	25	18	2	42	63	41	38	22	30	2	33	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"unclassified Caproicibacterium"	"-"	2834349	49	2	20	30	16	49	10	6	7	5	2	28	45	32	21	9	20	NA	19	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Caproicibacterium"
"Caproicibacterium sp. ZCY20-5"	"S"	3030016	33	2	10	9	1	33	6	6	7	NA	2	6	26	7	5	6	1	NA	11	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Caproicibacterium>unclassified&nbsp;Caproicibacterium"
"Caproicibacterium lactatifermentans"	"S"	2666138	14	2	3	2	NA	NA	NA	NA	14	4	NA	NA	11	4	9	1	9	2	6	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Caproicibacterium"
"Faecalibacterium"	"G"	216851	401	4	86	142	59	133	45	44	51	86	31	45	130	47	401	27	39	21	64	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"unclassified Faecalibacterium"	"-"	2646395	374	2	25	74	24	66	22	18	18	34	12	27	74	18	374	19	10	6	30	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Faecalibacterium"
"Faecalibacterium sp. I4-3-84"	"S"	2929495	12	1	6	12	5	3	NA	NA	2	NA	NA	NA	8	NA	5	NA	NA	5	8	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Faecalibacterium>unclassified&nbsp;Faecalibacterium"
"Faecalibacterium sp. I3-3-89"	"S"	2929493	8	1	NA	NA	NA	7	4	1	4	7	NA	NA	7	NA	8	4	5	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Faecalibacterium>unclassified&nbsp;Faecalibacterium"
"Faecalibacterium prausnitzii"	"S"	853	61	2	58	61	35	56	23	22	30	40	16	17	56	13	24	8	23	5	31	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Faecalibacterium"
"Pusillibacter"	"G"	2892397	6	4	NA	1	NA	NA	1	NA	6	NA	NA	NA	2	4	NA	1	2	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Pusillibacter faecalis"	"S"	2714358	6	4	NA	1	NA	NA	1	NA	6	NA	NA	NA	2	4	NA	1	2	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Pusillibacter"
"Ruminiclostridium"	"G"	1508657	108	3	9	37	34	108	11	16	35	21	10	8	25	17	25	7	32	6	28	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Ruminiclostridium herbifermentans"	"S"	2488810	60	1	5	15	24	60	7	13	18	10	5	7	19	6	6	3	14	5	18	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Ruminiclostridium"
"Ruminiclostridium papyrosolvens"	"S"	29362	28	1	1	17	7	28	4	1	10	6	3	NA	1	8	5	1	8	1	8	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Ruminiclostridium"
"Ruminiclostridium cellulolyticum"	"S"	1521	19	1	2	5	3	19	NA	1	5	4	1	1	4	3	14	2	8	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Ruminiclostridium"
"Caproiciproducens"	"G"	1738645	37	3	18	1	3	37	11	7	12	1	4	4	18	1	13	NA	15	8	20	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"unclassified Caproiciproducens"	"-"	2643836	32	3	18	NA	NA	32	11	5	5	NA	NA	4	9	NA	12	NA	13	7	11	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Caproiciproducens"
"Caproiciproducens sp. NJN-50"	"S"	2507162	32	3	18	NA	NA	32	11	5	5	NA	NA	4	9	NA	12	NA	13	7	11	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Caproiciproducens>unclassified&nbsp;Caproiciproducens"
"Ruthenibacterium"	"G"	1905344	20	3	1	6	1	14	NA	5	6	1	2	NA	6	10	20	NA	2	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Ruthenibacterium lactatiformans"	"S"	1550024	20	3	1	6	1	14	NA	5	6	1	2	NA	6	10	20	NA	2	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Ruthenibacterium"
"Acutalibacter"	"G"	1918385	11	3	2	3	NA	11	6	NA	1	3	2	3	3	NA	NA	1	1	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Acutalibacter muris"	"S"	1796620	11	3	2	3	NA	11	6	NA	1	3	2	3	3	NA	NA	1	1	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Acutalibacter"
"Pseudoclostridium"	"G"	2304693	35	2	6	10	12	35	3	NA	10	16	9	1	15	NA	9	NA	8	4	9	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Pseudoclostridium thermosuccinogenes"	"S"	84032	35	2	6	10	12	35	3	NA	10	16	9	1	15	NA	9	NA	8	4	9	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Pseudoclostridium"
"Mageeibacillus"	"G"	1637257	85	2	29	85	22	71	8	35	35	15	28	17	84	10	28	13	33	8	58	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Mageeibacillus indolicus"	"S"	884684	85	2	29	85	22	71	8	35	35	15	28	17	84	10	28	13	33	8	58	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Mageeibacillus"
"Subdoligranulum"	"G"	292632	10	2	6	9	1	9	4	3	6	8	2	1	4	10	4	1	5	8	8	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Subdoligranulum variabile"	"S"	214851	10	2	6	9	1	9	4	3	6	8	2	1	4	10	4	1	5	8	8	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Subdoligranulum"
"Oscillibacter"	"G"	459786	9	1	2	1	3	7	NA	1	NA	NA	NA	1	3	6	9	NA	7	NA	6	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Oscillibacter hominis"	"S"	2763056	9	1	2	1	3	7	NA	1	NA	NA	NA	1	3	6	9	NA	7	NA	6	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Oscillibacter"
"Anaerotruncus"	"G"	244127	23	1	1	3	13	23	7	11	2	5	5	3	13	3	5	1	2	NA	13	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Anaerotruncus colihominis"	"S"	169435	23	1	1	3	13	23	7	11	2	5	5	3	13	3	5	1	2	NA	13	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Anaerotruncus"
"Flavonifractor"	"G"	946234	14	1	8	3	NA	14	1	2	9	2	4	4	4	4	3	NA	12	6	7	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Flavonifractor plautii"	"S"	292800	14	1	8	3	NA	14	1	2	9	2	4	4	4	4	3	NA	12	6	7	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Flavonifractor"
"Lawsonibacter"	"G"	2172004	12	1	3	2	5	7	2	1	1	NA	NA	2	11	2	4	3	9	NA	12	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Lawsonibacter asaccharolyticus"	"S"	2108523	12	1	3	2	5	7	2	1	1	NA	NA	2	11	2	4	3	9	NA	12	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Lawsonibacter"
"Ruminococcus"	"G"	1263	101	1	20	41	28	101	10	13	15	27	7	11	27	21	40	11	34	6	24	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Ruminococcus gauvreauii"	"S"	438033	26	1	6	4	6	26	4	3	6	11	1	2	10	6	11	4	8	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Ruminococcus"
"Paludihabitans"	"G"	2038676	10	1	6	7	5	10	1	2	1	1	NA	NA	NA	4	4	1	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"unclassified Paludihabitans"	"-"	2644543	10	1	6	7	5	10	1	2	1	1	NA	NA	NA	4	4	1	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Paludihabitans"
"Paludicola sp. MB14-C6"	"S"	3070656	10	1	6	7	5	10	1	2	1	1	NA	NA	NA	4	4	1	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Paludihabitans>unclassified&nbsp;Paludihabitans"
"Amygdalobacter"	"G"	3079925	74	1	10	27	15	26	3	5	21	6	19	74	16	8	9	4	22	3	15	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Amygdalobacter indicium"	"S"	3029272	72	1	6	25	10	12	3	5	19	4	13	72	7	5	4	3	16	1	9	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Amygdalobacter"
"Agathobaculum"	"G"	2048137	13	1	13	7	1	7	8	6	4	4	NA	1	12	6	10	2	5	8	13	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"unclassified Agathobaculum"	"-"	2620324	13	1	13	7	1	7	8	6	4	4	NA	1	12	6	10	2	5	8	13	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Agathobaculum"
"Agathobaculum sp. NTUH-O15-33"	"S"	3079302	13	1	13	7	1	7	8	6	4	4	NA	1	12	6	10	2	5	8	13	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Agathobaculum>unclassified&nbsp;Agathobaculum"
"Peptostreptococcaceae"	"F"	186804	642	35	123	332	184	642	51	150	187	156	78	55	244	135	209	72	275	103	244	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales"
"Clostridioides"	"G"	1870884	215	8	21	90	71	215	14	52	30	39	22	23	89	24	56	10	66	15	65	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae"
"Clostridioides difficile"	"S"	1496	215	8	21	90	71	215	14	52	30	39	22	23	89	24	56	10	66	15	65	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae>Clostridioides"
"Peptacetobacter"	"G"	2743582	34	6	2	11	8	34	4	5	13	4	2	4	6	19	9	4	15	9	14	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae"
"Peptacetobacter hiranonis"	"S"	89152	34	6	2	11	8	34	4	5	13	4	2	4	6	19	9	4	15	9	14	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae>Peptacetobacter"
"Romboutsia"	"G"	1501226	75	5	29	49	40	75	9	17	25	17	6	5	41	5	15	9	52	12	33	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae"
"Romboutsia hominis"	"S"	1507512	18	3	6	10	12	18	1	3	4	4	1	1	14	1	5	1	11	6	12	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae>Romboutsia"
"unclassified Romboutsia"	"-"	2626894	40	1	13	24	17	40	4	7	14	4	3	2	16	3	8	5	21	2	13	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae>Romboutsia"
"Romboutsia sp. 13368"	"S"	2708053	18	1	9	3	7	18	NA	1	6	1	3	1	2	NA	2	3	4	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae>Romboutsia>unclassified&nbsp;Romboutsia"
"Filifactor"	"G"	44259	73	4	11	73	9	37	6	34	27	35	8	10	30	17	52	17	35	27	53	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae"
"Filifactor alocis"	"S"	143361	73	4	11	73	9	37	6	34	27	35	8	10	30	17	52	17	35	27	53	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae>Filifactor"
"Acetoanaerobium"	"G"	186831	31	4	10	5	6	31	4	2	2	1	4	NA	6	5	6	NA	7	2	6	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae"
"Acetoanaerobium sticklandii"	"S"	1511	31	4	10	5	6	31	4	2	2	1	4	NA	6	5	6	NA	7	2	6	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae>Acetoanaerobium"
"Paeniclostridium"	"G"	1849828	25	3	12	25	4	19	3	2	16	14	4	1	5	2	10	9	21	6	13	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae"
"Paeniclostridium sordellii"	"S"	1505	25	3	12	25	4	19	3	2	16	14	4	1	5	2	10	9	21	6	13	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae>Paeniclostridium"
"Peptostreptococcus"	"G"	1257	136	3	21	20	9	136	3	16	31	4	5	6	13	45	20	11	17	9	18	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae"
"unclassified Peptostreptococcus"	"-"	2652281	136	3	21	20	9	136	3	16	31	4	5	6	13	45	20	11	17	9	18	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae>Peptostreptococcus"
"Peptostreptococcus sp. CBA3647"	"S"	3003601	136	3	21	20	9	136	3	16	31	4	5	6	13	45	20	11	17	9	18	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae>Peptostreptococcus>unclassified&nbsp;Peptostreptococcus"
"Terrisporobacter"	"G"	1505652	49	1	9	24	23	49	5	8	15	18	21	3	24	14	13	8	41	5	20	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae"
"Terrisporobacter hibernicus"	"S"	2813371	13	1	NA	8	13	13	NA	3	6	5	5	NA	7	NA	7	5	10	3	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptostreptococcaceae>Terrisporobacter"
"Eubacteriaceae"	"F"	186806	111	5	50	91	45	111	26	33	52	31	33	33	77	67	73	23	98	38	61	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales"
"Eubacterium"	"G"	1730	86	3	29	76	33	86	18	30	36	26	19	29	57	39	59	21	70	34	45	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Eubacteriaceae"
"unclassified Eubacterium (in: firmicutes)"	"-"	2624479	14	1	1	12	7	9	1	3	6	4	1	3	14	7	9	6	5	6	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Eubacteriaceae>Eubacterium"
"Eubacterium sp. MSJ-33"	"S"	2841528	14	1	1	12	7	9	1	3	6	4	1	3	14	7	9	6	5	6	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Eubacteriaceae>Eubacterium>unclassified&nbsp;Eubacterium&nbsp;(in:&nbsp;firmicutes)"
"Eubacterium maltosivorans"	"S"	2041044	11	1	2	NA	2	1	1	2	2	NA	5	3	11	3	2	2	7	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Eubacteriaceae>Eubacterium"
"Eubacterium ventriosum"	"S"	39496	52	1	9	29	15	52	7	13	8	10	6	6	10	15	23	8	47	17	17	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Eubacteriaceae>Eubacterium"
"Intestinibacillus"	"G"	1928820	8	1	4	3	2	6	2	NA	1	1	NA	NA	6	8	4	NA	3	1	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Eubacteriaceae"
"unclassified Intestinibacillus"	"-"	2635293	8	1	4	3	2	6	2	NA	1	1	NA	NA	6	8	4	NA	3	1	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Eubacteriaceae>Intestinibacillus"
"Intestinibacillus sp. NTUH-41-i26"	"S"	3079303	8	1	4	3	2	6	2	NA	1	1	NA	NA	6	8	4	NA	3	1	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Eubacteriaceae>Intestinibacillus>unclassified&nbsp;Intestinibacillus"
"Acetobacterium"	"G"	33951	19	1	15	10	9	14	5	3	14	4	14	3	7	19	6	1	19	3	9	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Eubacteriaceae"
"Acetobacterium wieringae"	"S"	52694	13	1	4	6	4	6	1	2	2	3	5	2	2	13	2	NA	4	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Eubacteriaceae>Acetobacterium"
"Desulfotomaculaceae"	"F"	2937910	22	4	NA	21	8	NA	5	NA	3	7	8	3	9	3	3	2	8	NA	22	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales"
"Desulfotomaculum"	"G"	1562	22	4	NA	21	8	NA	5	NA	3	7	8	3	9	3	3	2	8	NA	22	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Desulfotomaculaceae"
"Desulfotomaculum nigrificans"	"S"	1565	22	4	NA	21	8	NA	5	NA	3	7	8	3	9	3	3	2	8	NA	22	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Desulfotomaculaceae>Desulfotomaculum"
"Symbiobacteriaceae"	"F"	543349	20	4	9	2	18	7	12	9	2	20	2	3	13	5	2	6	10	3	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales"
"Symbiobacterium"	"G"	2733	12	4	7	NA	12	7	10	4	1	11	2	1	7	3	NA	4	10	2	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Symbiobacteriaceae"
"Symbiobacterium thermophilum"	"S"	2734	12	4	7	NA	12	7	10	4	1	11	2	1	7	3	NA	4	10	2	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Symbiobacteriaceae>Symbiobacterium"
"Desulfitobacteriaceae"	"F"	2937909	61	3	40	61	27	54	16	27	58	22	16	6	46	11	31	10	33	12	46	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales"
"Dehalobacter"	"G"	56112	12	2	2	9	NA	NA	NA	NA	NA	NA	NA	NA	12	1	NA	1	NA	1	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Desulfitobacteriaceae"
"Dehalobacter restrictus"	"S"	55583	9	2	2	9	NA	NA	NA	NA	NA	NA	NA	NA	3	1	NA	1	NA	1	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Desulfitobacteriaceae>Dehalobacter"
"Desulfitobacterium"	"G"	36853	25	1	16	19	10	20	8	15	22	8	10	4	10	3	17	5	9	8	25	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Desulfitobacteriaceae"
"Desulfitobacterium metallireducens"	"S"	142877	6	1	5	4	2	6	NA	1	5	2	2	1	2	NA	1	1	NA	NA	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Desulfitobacteriaceae>Desulfitobacterium"
"Syntrophomonadaceae"	"F"	68298	15	3	3	5	8	15	1	6	3	NA	1	1	10	4	10	3	5	4	7	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales"
"Syntrophocurvum"	"G"	2293313	7	2	1	4	6	7	NA	1	2	NA	1	1	6	NA	4	NA	NA	4	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Syntrophomonadaceae"
"Candidatus Syntrophocurvum alkaliphilum"	"S"	2293317	7	2	1	4	6	7	NA	1	2	NA	1	1	6	NA	4	NA	NA	4	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Syntrophomonadaceae>Syntrophocurvum"
"Syntrophomonas"	"G"	862	6	1	1	1	1	6	1	4	1	NA	NA	NA	2	4	3	NA	5	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Syntrophomonadaceae"
"Syntrophomonas wolfei"	"S"	863	6	1	1	1	1	6	1	4	1	NA	NA	NA	2	4	3	NA	5	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Syntrophomonadaceae>Syntrophomonas"
"Peptococcaceae"	"F"	186807	47	2	22	25	12	41	8	10	25	10	20	4	28	15	26	10	37	14	47	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales"
"Acididesulfobacillus"	"G"	2924872	5	1	1	2	1	4	NA	3	1	3	2	NA	5	4	1	2	2	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptococcaceae"
"Acididesulfobacillus acetoxydans"	"S"	1561005	5	1	1	2	1	4	NA	3	1	3	2	NA	5	4	1	2	2	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Peptococcaceae>Acididesulfobacillus"
